Cultivation,Block,Plot,Quadrat,Species,Count
march,b,5,Q4,Anagallis arvensis,NA
march,b,5,Q4,Anchusa arvensis,NA
march,b,5,Q4,Anisantha sterilis,NA
march,b,5,Q4,Aphanes australis,NA
march,b,5,Q4,Artemesia vulgaris,38
march,b,5,Q4,Bromus hordaceus,NA
march,b,5,Q4,Cerastium glomeratun,NA
march,b,5,Q4,Chenopodium album,NA
march,b,5,Q4,Cirsium arvense,NA
march,b,5,Q4,Conyza canadensis,NA
march,b,5,Q4,Crepis capillaris,NA
march,b,5,Q4,Crepis paludos,NA
march,b,5,Q4,Elytrigia repens,NA
march,b,5,Q4,Epilobium ciliatum,NA
march,b,5,Q4,Erodium cicutarium,NA
march,b,5,Q4,Fallopia convolvulus,NA
march,b,5,Q4,Festuca rubra,NA
march,b,5,Q4,Geranium molle,NA
march,b,5,Q4,Holcus mollis,11
march,b,5,Q4,Hypochaeris radicata,NA
march,b,5,Q4,Lactuca serriola,NA
march,b,5,Q4,Medicago lupulina,7
march,b,5,Q4,Myosotis arvensis,NA
march,b,5,Q4,Plantago lanceolata,NA
march,b,5,Q4,Polpaver dubium,NA
march,b,5,Q4,Raphanus raphanistrum,NA
march,b,5,Q4,Rumex acetosella,NA
march,b,5,Q4,Rumex crispus,NA
march,b,5,Q4,Rumex obtusifolia,NA
march,b,5,Q4,Semecio jacobaea,NA
march,b,5,Q4,Sonchus asper,NA
march,b,5,Q4,Spergula arvensis,NA
march,b,5,Q4,Stellaria graminea,NA
march,b,5,Q4,Taraxacum officinale,NA
march,b,5,Q4,Tripleurospermum inodorum,NA
march,b,5,Q4,Veronica arvensis,NA
march,b,5,Q4,Veronica persica,NA
march,b,5,Q4,Viola arvensis,16
march,b,5,Q4,Vulpia myuros,NA
march,b,5,Q5,Achillea millefolium,20
march,b,5,Q5,Agrostis gigantea,43
march,b,5,Q5,Anagallis arvensis,NA
march,b,5,Q5,Anchusa arvensis,NA
march,b,5,Q5,Anisantha sterilis,NA
march,b,5,Q5,Aphanes australis,NA
march,b,5,Q5,Artemesia vulgaris,14
march,b,5,Q5,Bromus hordaceus,NA
march,b,5,Q5,Cerastium glomeratun,NA
march,b,5,Q5,Chenopodium album,NA
march,b,5,Q5,Cirsium arvense,NA
march,b,5,Q5,Conyza canadensis,NA
march,b,5,Q5,Crepis capillaris,NA
march,b,5,Q5,Crepis paludos,NA
march,b,5,Q5,Elytrigia repens,NA
march,b,5,Q5,Epilobium ciliatum,2
march,b,5,Q5,Erodium cicutarium,NA
march,b,5,Q5,Fallopia convolvulus,NA
march,b,5,Q5,Festuca rubra,NA
march,b,5,Q5,Geranium molle,NA
march,b,5,Q5,Holcus mollis,38
march,b,5,Q5,Hypochaeris radicata,NA
march,b,5,Q5,Lactuca serriola,NA
march,b,5,Q5,Medicago lupulina,NA
march,b,5,Q5,Myosotis arvensis,NA
march,b,5,Q5,Plantago lanceolata,NA
march,b,5,Q5,Polpaver dubium,NA
march,b,5,Q5,Raphanus raphanistrum,NA
march,b,5,Q5,Rumex acetosella,3
march,b,5,Q5,Rumex crispus,NA
march,b,5,Q5,Rumex obtusifolia,NA
march,b,5,Q5,Semecio jacobaea,NA
march,b,5,Q5,Sonchus asper,NA
march,b,5,Q5,Spergula arvensis,NA
march,b,5,Q5,Stellaria graminea,NA
march,b,5,Q5,Taraxacum officinale,NA
march,b,5,Q5,Tripleurospermum inodorum,NA
march,b,5,Q5,Veronica arvensis,NA
march,b,5,Q5,Veronica persica,NA
march,b,5,Q5,Viola arvensis,NA
march,b,5,Q5,Vulpia myuros,NA
october,b,6,Q1,Achillea millefolium,1
october,b,6,Q1,Agrostis gigantea,143
october,b,6,Q1,Anagallis arvensis,NA
october,b,6,Q1,Anchusa arvensis,NA
october,b,6,Q1,Anisantha sterilis,1
october,b,6,Q1,Aphanes australis,NA
october,b,6,Q1,Artemesia vulgaris,NA
october,b,6,Q1,Bromus hordaceus,NA
october,b,6,Q1,Cerastium glomeratun,1
october,b,6,Q1,Chenopodium album,NA
october,b,6,Q1,Cirsium arvense,NA
october,b,6,Q1,Conyza canadensis,NA
october,b,6,Q1,Crepis capillaris,NA
october,b,6,Q1,Crepis paludos,NA
october,b,6,Q1,Elytrigia repens,NA
october,b,6,Q1,Epilobium ciliatum,1
october,b,6,Q1,Erodium cicutarium,NA
october,b,6,Q1,Fallopia convolvulus,5
october,b,6,Q1,Festuca rubra,NA
october,b,6,Q1,Geranium molle,NA
october,b,6,Q1,Holcus mollis,75
october,b,6,Q1,Hypochaeris radicata,NA
october,b,6,Q1,Lactuca serriola,NA
october,b,6,Q1,Medicago lupulina,NA
october,b,6,Q1,Myosotis arvensis,NA
october,b,6,Q1,Plantago lanceolata,NA
october,b,6,Q1,Polpaver dubium,NA
october,b,6,Q1,Raphanus raphanistrum,1
october,b,6,Q1,Rumex acetosella,NA
october,b,6,Q1,Rumex crispus,NA
october,b,6,Q1,Rumex obtusifolia,NA
october,b,6,Q1,Semecio jacobaea,NA
october,b,6,Q1,Sonchus asper,NA
october,b,6,Q1,Spergula arvensis,1
october,b,6,Q1,Stellaria graminea,NA
october,b,6,Q1,Taraxacum officinale,NA
october,b,6,Q1,Tripleurospermum inodorum,1
october,b,6,Q1,Veronica arvensis,NA
october,b,6,Q1,Veronica persica,NA
october,b,6,Q1,Viola arvensis,NA
october,b,6,Q1,Vulpia myuros,NA
october,b,6,Q2,Achillea millefolium,NA
october,b,6,Q2,Agrostis gigantea,39
october,b,6,Q2,Anagallis arvensis,NA
october,b,6,Q2,Anchusa arvensis,NA
october,b,6,Q2,Anisantha sterilis,NA
october,b,6,Q2,Aphanes australis,NA
october,b,6,Q2,Artemesia vulgaris,NA
october,b,6,Q2,Bromus hordaceus,NA
october,b,6,Q2,Cerastium glomeratun,NA
october,b,6,Q2,Chenopodium album,NA
october,b,6,Q2,Cirsium arvense,NA
october,b,6,Q2,Conyza canadensis,NA
october,b,6,Q2,Crepis capillaris,NA
october,b,6,Q2,Crepis paludos,NA
october,b,6,Q2,Elytrigia repens,NA
october,b,6,Q2,Epilobium ciliatum,NA
october,b,6,Q2,Erodium cicutarium,NA
october,b,6,Q2,Fallopia convolvulus,11
october,b,6,Q2,Festuca rubra,NA
october,b,6,Q2,Geranium molle,NA
october,b,6,Q2,Holcus mollis,129
october,b,6,Q2,Hypochaeris radicata,NA
october,b,6,Q2,Lactuca serriola,NA
october,b,6,Q2,Medicago lupulina,1
october,b,6,Q2,Myosotis arvensis,NA
october,b,6,Q2,Plantago lanceolata,1
october,b,6,Q2,Polpaver dubium,1
october,b,6,Q2,Raphanus raphanistrum,5
october,b,6,Q2,Rumex acetosella,27
october,b,6,Q2,Rumex crispus,NA
october,b,6,Q2,Rumex obtusifolia,NA
october,b,6,Q2,Semecio jacobaea,1
october,b,6,Q2,Sonchus asper,NA
october,b,6,Q2,Spergula arvensis,1
october,b,6,Q2,Stellaria graminea,NA
october,b,6,Q2,Taraxacum officinale,NA
october,b,6,Q2,Tripleurospermum inodorum,1
october,b,6,Q2,Veronica arvensis,NA
october,b,6,Q2,Veronica persica,NA
october,b,6,Q2,Viola arvensis,NA
october,b,6,Q2,Vulpia myuros,2
october,b,6,Q3,Achillea millefolium,3
october,b,6,Q3,Agrostis gigantea,10
october,b,6,Q3,Anagallis arvensis,NA
october,b,6,Q3,Anchusa arvensis,NA
october,b,6,Q3,Anisantha sterilis,NA
october,b,6,Q3,Aphanes australis,NA
october,b,6,Q3,Artemesia vulgaris,4
october,b,6,Q3,Bromus hordaceus,NA
october,b,6,Q3,Cerastium glomeratun,NA
october,b,6,Q3,Chenopodium album,NA
october,b,6,Q3,Cirsium arvense,NA
october,b,6,Q3,Conyza canadensis,NA
october,b,6,Q3,Crepis capillaris,NA
october,b,6,Q3,Crepis paludos,NA
october,b,6,Q3,Elytrigia repens,NA
october,b,6,Q3,Epilobium ciliatum,1
october,b,6,Q3,Erodium cicutarium,NA
october,b,6,Q3,Fallopia convolvulus,5
october,b,6,Q3,Festuca rubra,NA
october,b,6,Q3,Geranium molle,NA
october,b,6,Q3,Holcus mollis,123
october,b,6,Q3,Hypochaeris radicata,NA
october,b,6,Q3,Lactuca serriola,NA
october,b,6,Q3,Medicago lupulina,3
october,b,6,Q3,Myosotis arvensis,3
october,b,6,Q3,Plantago lanceolata,NA
october,b,6,Q3,Polpaver dubium,1
october,b,6,Q3,Raphanus raphanistrum,2
october,b,6,Q3,Rumex acetosella,7
october,b,6,Q3,Rumex crispus,NA
october,b,6,Q3,Rumex obtusifolia,NA
october,b,6,Q3,Semecio jacobaea,NA
october,b,6,Q3,Sonchus asper,NA
october,b,6,Q3,Spergula arvensis,1
october,b,6,Q3,Stellaria graminea,NA
october,b,6,Q3,Taraxacum officinale,1
october,b,6,Q3,Tripleurospermum inodorum,NA
october,b,6,Q3,Veronica arvensis,NA
october,b,6,Q3,Veronica persica,NA
october,b,6,Q3,Viola arvensis,NA
october,b,6,Q3,Vulpia myuros,NA
october,b,6,Q4,Achillea millefolium,1
october,b,6,Q4,Agrostis gigantea,67
october,b,6,Q4,Anagallis arvensis,NA
october,b,6,Q4,Anchusa arvensis,NA
october,b,6,Q4,Anisantha sterilis,NA
october,b,6,Q4,Aphanes australis,NA
october,b,6,Q4,Artemesia vulgaris,NA
october,b,6,Q4,Bromus hordaceus,NA
october,b,6,Q4,Cerastium glomeratun,NA
october,b,6,Q4,Chenopodium album,NA
october,b,6,Q4,Cirsium arvense,NA
october,b,6,Q4,Conyza canadensis,NA
october,b,6,Q4,Crepis capillaris,NA
october,b,6,Q4,Crepis paludos,NA
october,b,6,Q4,Elytrigia repens,NA
october,b,6,Q4,Epilobium ciliatum,NA
october,b,6,Q4,Erodium cicutarium,NA
october,b,6,Q4,Fallopia convolvulus,15
october,b,6,Q4,Festuca rubra,NA
october,b,6,Q4,Geranium molle,NA
october,b,6,Q4,Holcus mollis,51
october,b,6,Q4,Hypochaeris radicata,NA
october,b,6,Q4,Lactuca serriola,NA
october,b,6,Q4,Medicago lupulina,3
october,b,6,Q4,Myosotis arvensis,NA
october,b,6,Q4,Plantago lanceolata,NA
october,b,6,Q4,Polpaver dubium,NA
october,b,6,Q4,Raphanus raphanistrum,NA
october,b,6,Q4,Rumex acetosella,6
october,b,6,Q4,Rumex crispus,NA
october,b,6,Q4,Rumex obtusifolia,NA
october,b,6,Q4,Semecio jacobaea,NA
october,b,6,Q4,Sonchus asper,NA
october,b,6,Q4,Spergula arvensis,NA
october,b,6,Q4,Stellaria graminea,NA
october,b,6,Q4,Taraxacum officinale,NA
october,b,6,Q4,Tripleurospermum inodorum,NA
october,b,6,Q4,Veronica arvensis,NA
october,b,6,Q4,Veronica persica,NA
october,b,6,Q4,Viola arvensis,NA
october,b,6,Q4,Vulpia myuros,NA
march,c,7,Q1,Achillea millefolium,24
march,c,7,Q1,Agrostis gigantea,62
march,c,7,Q1,Anagallis arvensis,NA
march,c,7,Q1,Anchusa arvensis,NA
march,c,7,Q1,Anisantha sterilis,NA
march,c,7,Q1,Aphanes australis,NA
march,c,7,Q1,Artemesia vulgaris,40
march,c,7,Q1,Bromus hordaceus,NA
march,c,7,Q1,Cerastium glomeratun,NA
march,c,7,Q1,Chenopodium album,NA
march,c,7,Q1,Cirsium arvense,NA
march,c,7,Q1,Conyza canadensis,NA
march,c,7,Q1,Crepis capillaris,NA
march,c,7,Q1,Crepis paludos,NA
march,c,7,Q1,Elytrigia repens,NA
march,c,7,Q1,Epilobium ciliatum,NA
march,c,7,Q1,Erodium cicutarium,NA
march,c,7,Q1,Fallopia convolvulus,NA
march,c,7,Q1,Festuca rubra,NA
march,c,7,Q1,Geranium molle,NA
march,c,7,Q1,Holcus mollis,28
march,c,7,Q1,Hypochaeris radicata,NA
march,c,7,Q1,Lactuca serriola,NA
march,c,7,Q1,Medicago lupulina,2
march,c,7,Q1,Myosotis arvensis,NA
march,c,7,Q1,Plantago lanceolata,6
march,c,7,Q1,Polpaver dubium,NA
march,c,7,Q1,Raphanus raphanistrum,NA
march,c,7,Q1,Rumex acetosella,1
march,c,7,Q1,Rumex crispus,NA
march,c,7,Q1,Rumex obtusifolia,NA
march,c,7,Q1,Semecio jacobaea,NA
march,c,7,Q1,Sonchus asper,NA
march,c,7,Q1,Spergula arvensis,NA
march,c,7,Q1,Stellaria graminea,6
march,c,7,Q1,Taraxacum officinale,NA
march,c,7,Q1,Tripleurospermum inodorum,NA
march,c,7,Q1,Veronica arvensis,NA
march,c,7,Q1,Veronica persica,NA
march,c,7,Q1,Viola arvensis,3
march,c,7,Q1,Vulpia myuros,NA
march,c,7,Q2,Achillea millefolium,26
march,c,7,Q2,Agrostis gigantea,22
march,c,7,Q2,Anagallis arvensis,NA
march,c,7,Q2,Anchusa arvensis,NA
march,c,7,Q2,Anisantha sterilis,7
march,c,7,Q2,Aphanes australis,NA
march,c,7,Q2,Artemesia vulgaris,52
march,c,7,Q2,Bromus hordaceus,NA
march,c,7,Q2,Cerastium glomeratun,NA
march,c,7,Q2,Chenopodium album,NA
march,c,7,Q2,Cirsium arvense,NA
march,c,7,Q2,Conyza canadensis,NA
march,c,7,Q2,Crepis capillaris,NA
march,c,7,Q2,Crepis paludos,NA
march,c,7,Q2,Elytrigia repens,NA
march,c,7,Q2,Epilobium ciliatum,NA
march,c,7,Q2,Erodium cicutarium,NA
march,c,7,Q2,Fallopia convolvulus,1
march,c,7,Q2,Festuca rubra,NA
march,c,7,Q2,Geranium molle,NA
march,c,7,Q2,Holcus mollis,33
march,c,7,Q2,Hypochaeris radicata,NA
march,c,7,Q2,Lactuca serriola,NA
march,c,7,Q2,Medicago lupulina,4
march,c,7,Q2,Myosotis arvensis,NA
march,c,7,Q2,Plantago lanceolata,2
march,c,7,Q2,Polpaver dubium,NA
march,c,7,Q2,Raphanus raphanistrum,NA
march,c,7,Q2,Rumex acetosella,1
march,c,7,Q2,Rumex crispus,NA
march,c,7,Q2,Rumex obtusifolia,NA
march,c,7,Q2,Semecio jacobaea,NA
march,c,7,Q2,Sonchus asper,NA
march,c,7,Q2,Spergula arvensis,NA
march,c,7,Q2,Stellaria graminea,7
march,c,7,Q2,Taraxacum officinale,NA
march,c,7,Q2,Tripleurospermum inodorum,NA
march,c,7,Q2,Veronica arvensis,NA
march,c,7,Q2,Veronica persica,1
march,c,7,Q2,Viola arvensis,NA
march,c,7,Q2,Vulpia myuros,NA
march,c,7,Q3,Achillea millefolium,37
march,c,7,Q3,Agrostis gigantea,37
march,c,7,Q3,Anagallis arvensis,NA
march,c,7,Q3,Anchusa arvensis,NA
march,c,7,Q3,Anisantha sterilis,NA
march,c,7,Q3,Aphanes australis,NA
march,c,7,Q3,Artemesia vulgaris,4
march,c,7,Q3,Bromus hordaceus,NA
march,c,7,Q3,Cerastium glomeratun,NA
march,c,7,Q3,Chenopodium album,NA
march,c,7,Q3,Cirsium arvense,NA
march,c,7,Q3,Conyza canadensis,NA
march,c,7,Q3,Crepis capillaris,NA
march,c,7,Q3,Crepis paludos,NA
march,c,7,Q3,Elytrigia repens,NA
march,c,7,Q3,Epilobium ciliatum,NA
march,c,7,Q3,Erodium cicutarium,NA
march,c,7,Q3,Fallopia convolvulus,NA
march,c,7,Q3,Festuca rubra,NA
march,c,7,Q3,Geranium molle,NA
march,c,7,Q3,Holcus mollis,48
march,c,7,Q3,Hypochaeris radicata,NA
march,c,7,Q3,Lactuca serriola,NA
march,c,7,Q3,Medicago lupulina,NA
march,c,7,Q3,Myosotis arvensis,NA
march,c,7,Q3,Plantago lanceolata,NA
march,c,7,Q3,Polpaver dubium,NA
march,c,7,Q3,Raphanus raphanistrum,NA
march,c,7,Q3,Rumex acetosella,9
march,c,7,Q3,Rumex crispus,1
march,c,7,Q3,Rumex obtusifolia,NA
march,c,7,Q3,Semecio jacobaea,NA
march,c,7,Q3,Sonchus asper,NA
march,c,7,Q3,Spergula arvensis,1
march,c,7,Q3,Stellaria graminea,2
march,c,7,Q3,Taraxacum officinale,NA
march,c,7,Q3,Tripleurospermum inodorum,NA
march,c,7,Q3,Veronica arvensis,NA
march,c,7,Q3,Veronica persica,NA
march,c,7,Q3,Viola arvensis,3
march,c,7,Q3,Vulpia myuros,1
march,c,7,Q4,Achillea millefolium,37
march,c,7,Q4,Agrostis gigantea,4
march,c,7,Q4,Anagallis arvensis,NA
march,c,7,Q4,Anchusa arvensis,NA
march,c,7,Q4,Anisantha sterilis,7
march,c,7,Q4,Aphanes australis,NA
march,c,7,Q4,Artemesia vulgaris,NA
march,c,7,Q4,Bromus hordaceus,NA
march,c,7,Q4,Cerastium glomeratun,NA
march,c,7,Q4,Chenopodium album,NA
march,c,7,Q4,Cirsium arvense,NA
march,c,7,Q4,Conyza canadensis,NA
march,c,7,Q4,Crepis capillaris,NA
march,c,7,Q4,Crepis paludos,NA
march,c,7,Q4,Elytrigia repens,32
march,c,7,Q4,Epilobium ciliatum,NA
march,c,7,Q4,Erodium cicutarium,NA
march,c,7,Q4,Fallopia convolvulus,NA
march,c,7,Q4,Festuca rubra,NA
march,c,7,Q4,Geranium molle,NA
march,c,7,Q4,Holcus mollis,73
march,c,7,Q4,Hypochaeris radicata,NA
march,c,7,Q4,Lactuca serriola,NA
march,c,7,Q4,Medicago lupulina,28
march,c,7,Q4,Myosotis arvensis,NA
march,c,7,Q4,Plantago lanceolata,NA
march,c,7,Q4,Polpaver dubium,NA
march,c,7,Q4,Raphanus raphanistrum,NA
march,c,7,Q4,Rumex acetosella,5
march,c,7,Q4,Rumex crispus,4
march,c,7,Q4,Rumex obtusifolia,NA
march,c,7,Q4,Semecio jacobaea,NA
march,c,7,Q4,Sonchus asper,NA
march,c,7,Q4,Spergula arvensis,NA
march,c,7,Q4,Stellaria graminea,6
march,c,7,Q4,Taraxacum officinale,NA
march,c,7,Q4,Tripleurospermum inodorum,NA
march,c,7,Q4,Veronica arvensis,NA
march,c,7,Q4,Veronica persica,NA
march,c,7,Q4,Viola arvensis,NA
march,c,7,Q4,Vulpia myuros,NA
march,c,7,Q5,Achillea millefolium,100
march,c,7,Q5,Agrostis gigantea,27
march,c,7,Q5,Anagallis arvensis,NA
march,c,7,Q5,Anchusa arvensis,NA
march,c,7,Q5,Anisantha sterilis,24
march,c,7,Q5,Aphanes australis,NA
march,c,7,Q5,Artemesia vulgaris,1
march,c,7,Q5,Bromus hordaceus,NA
march,c,7,Q5,Cerastium glomeratun,NA
march,c,7,Q5,Chenopodium album,NA
march,c,7,Q5,Cirsium arvense,NA
march,c,7,Q5,Conyza canadensis,NA
march,c,7,Q5,Crepis capillaris,NA
march,c,7,Q5,Crepis paludos,NA
march,c,7,Q5,Elytrigia repens,11
march,c,7,Q5,Epilobium ciliatum,NA
march,c,7,Q5,Erodium cicutarium,NA
march,c,7,Q5,Fallopia convolvulus,1
march,c,7,Q5,Festuca rubra,2
march,c,7,Q5,Geranium molle,NA
march,c,7,Q5,Holcus mollis,49
march,c,7,Q5,Hypochaeris radicata,NA
march,c,7,Q5,Lactuca serriola,NA
march,c,7,Q5,Medicago lupulina,16
march,c,7,Q5,Myosotis arvensis,NA
march,c,7,Q5,Plantago lanceolata,NA
march,c,7,Q5,Polpaver dubium,NA
march,c,7,Q5,Raphanus raphanistrum,NA
march,c,7,Q5,Rumex acetosella,16
march,c,7,Q5,Rumex crispus,NA
march,c,7,Q5,Rumex obtusifolia,NA
march,c,7,Q5,Semecio jacobaea,NA
march,c,7,Q5,Sonchus asper,NA
march,c,7,Q5,Spergula arvensis,NA
march,c,7,Q5,Stellaria graminea,NA
march,c,7,Q5,Taraxacum officinale,NA
march,c,7,Q5,Tripleurospermum inodorum,NA
march,c,7,Q5,Veronica arvensis,NA
march,c,7,Q5,Veronica persica,1
march,c,7,Q5,Viola arvensis,NA
march,c,7,Q5,Vulpia myuros,NA
october,c,8,Q1,Achillea millefolium,2
october,c,8,Q1,Agrostis gigantea,198
october,c,8,Q1,Anagallis arvensis,2
october,c,8,Q1,Anchusa arvensis,NA
october,c,8,Q1,Anisantha sterilis,NA
october,c,8,Q1,Aphanes australis,NA
october,c,8,Q1,Artemesia vulgaris,NA
october,c,8,Q1,Bromus hordaceus,NA
october,c,8,Q1,Cerastium glomeratun,NA
october,c,8,Q1,Chenopodium album,NA
october,c,8,Q1,Cirsium arvense,NA
october,c,8,Q1,Conyza canadensis,NA
october,c,8,Q1,Crepis capillaris,2
october,c,8,Q1,Crepis paludos,NA
october,c,8,Q1,Elytrigia repens,NA
october,c,8,Q1,Epilobium ciliatum,NA
october,c,8,Q1,Erodium cicutarium,NA
october,c,8,Q1,Fallopia convolvulus,NA
october,c,8,Q1,Festuca rubra,NA
october,c,8,Q1,Geranium molle,NA
october,c,8,Q1,Holcus mollis,92
october,c,8,Q1,Hypochaeris radicata,NA
october,c,8,Q1,Lactuca serriola,NA
october,c,8,Q1,Medicago lupulina,3
october,c,8,Q1,Myosotis arvensis,NA
october,c,8,Q1,Plantago lanceolata,NA
october,c,8,Q1,Polpaver dubium,NA
