Cultivation,Block,Plot,Quadrat,Species,Count
october,c,8,Q1,Raphanus raphanistrum,NA
october,c,8,Q1,Rumex acetosella,NA
october,c,8,Q1,Rumex crispus,NA
october,c,8,Q1,Rumex obtusifolia,9
october,c,8,Q1,Semecio jacobaea,NA
october,c,8,Q1,Sonchus asper,NA
october,c,8,Q1,Spergula arvensis,NA
october,c,8,Q1,Stellaria graminea,NA
october,c,8,Q1,Taraxacum officinale,NA
october,c,8,Q1,Tripleurospermum inodorum,NA
october,c,8,Q1,Veronica arvensis,NA
october,c,8,Q1,Veronica persica,NA
october,c,8,Q1,Viola arvensis,NA
october,c,8,Q1,Vulpia myuros,NA
october,c,8,Q2,Achillea millefolium,NA
october,c,8,Q2,Agrostis gigantea,96
october,c,8,Q2,Anagallis arvensis,3
october,c,8,Q2,Anchusa arvensis,NA
october,c,8,Q2,Anisantha sterilis,NA
october,c,8,Q2,Aphanes australis,NA
october,c,8,Q2,Artemesia vulgaris,NA
october,c,8,Q2,Bromus hordaceus,NA
october,c,8,Q2,Cerastium glomeratun,NA
october,c,8,Q2,Chenopodium album,NA
october,c,8,Q2,Cirsium arvense,NA
october,c,8,Q2,Conyza canadensis,NA
october,c,8,Q2,Crepis capillaris,NA
october,c,8,Q2,Crepis paludos,NA
october,c,8,Q2,Elytrigia repens,NA
october,c,8,Q2,Epilobium ciliatum,NA
october,c,8,Q2,Erodium cicutarium,NA
october,c,8,Q2,Fallopia convolvulus,NA
october,c,8,Q2,Festuca rubra,NA
october,c,8,Q2,Geranium molle,NA
october,c,8,Q2,Holcus mollis,256
october,c,8,Q2,Hypochaeris radicata,NA
october,c,8,Q2,Lactuca serriola,NA
october,c,8,Q2,Medicago lupulina,1
october,c,8,Q2,Myosotis arvensis,3
october,c,8,Q2,Plantago lanceolata,NA
october,c,8,Q2,Polpaver dubium,NA
october,c,8,Q2,Raphanus raphanistrum,1
october,c,8,Q2,Rumex acetosella,7
october,c,8,Q2,Rumex crispus,2
october,c,8,Q2,Rumex obtusifolia,NA
october,c,8,Q2,Semecio jacobaea,NA
october,c,8,Q2,Sonchus asper,NA
october,c,8,Q2,Spergula arvensis,NA
october,c,8,Q2,Stellaria graminea,NA
october,c,8,Q2,Taraxacum officinale,NA
october,c,8,Q2,Tripleurospermum inodorum,NA
october,c,8,Q2,Veronica arvensis,NA
october,c,8,Q2,Veronica persica,NA
october,c,8,Q2,Viola arvensis,NA
october,c,8,Q2,Vulpia myuros,NA
october,c,8,Q3,Achillea millefolium,NA
october,c,8,Q3,Agrostis gigantea,99
october,c,8,Q3,Anagallis arvensis,NA
october,c,8,Q3,Anchusa arvensis,NA
october,c,8,Q3,Anisantha sterilis,NA
october,c,8,Q3,Aphanes australis,NA
october,c,8,Q3,Artemesia vulgaris,NA
october,c,8,Q3,Bromus hordaceus,NA
october,c,8,Q3,Cerastium glomeratun,NA
october,c,8,Q3,Chenopodium album,NA
october,c,8,Q3,Cirsium arvense,NA
october,c,8,Q3,Conyza canadensis,NA
october,c,8,Q3,Crepis capillaris,3
october,c,8,Q3,Crepis paludos,NA
october,c,8,Q3,Elytrigia repens,NA
october,c,8,Q3,Epilobium ciliatum,NA
october,c,8,Q3,Erodium cicutarium,NA
october,c,8,Q3,Fallopia convolvulus,NA
october,c,8,Q3,Festuca rubra,NA
october,c,8,Q3,Geranium molle,NA
october,c,8,Q3,Holcus mollis,147
october,c,8,Q3,Hypochaeris radicata,NA
october,c,8,Q3,Lactuca serriola,NA
october,c,8,Q3,Medicago lupulina,4
october,c,8,Q3,Myosotis arvensis,NA
october,c,8,Q3,Plantago lanceolata,NA
october,c,8,Q3,Polpaver dubium,NA
october,c,8,Q3,Raphanus raphanistrum,NA
october,c,8,Q3,Rumex acetosella,3
october,c,8,Q3,Rumex crispus,NA
october,c,8,Q3,Rumex obtusifolia,NA
october,c,8,Q3,Semecio jacobaea,NA
october,c,8,Q3,Sonchus asper,NA
october,c,8,Q3,Spergula arvensis,NA
october,c,8,Q3,Stellaria graminea,NA
october,c,8,Q3,Taraxacum officinale,NA
october,c,8,Q3,Tripleurospermum inodorum,NA
october,c,8,Q3,Veronica arvensis,NA
october,c,8,Q3,Veronica persica,NA
october,c,8,Q3,Viola arvensis,NA
october,c,8,Q3,Vulpia myuros,NA
october,c,8,Q4,Achillea millefolium,1
october,c,8,Q4,Agrostis gigantea,48
october,c,8,Q4,Anagallis arvensis,2
october,c,8,Q4,Anchusa arvensis,1
october,c,8,Q4,Anisantha sterilis,NA
october,c,8,Q4,Aphanes australis,NA
october,c,8,Q4,Artemesia vulgaris,NA
october,c,8,Q4,Bromus hordaceus,NA
october,c,8,Q4,Cerastium glomeratun,NA
october,c,8,Q4,Chenopodium album,NA
october,c,8,Q4,Cirsium arvense,NA
october,c,8,Q4,Conyza canadensis,NA
october,c,8,Q4,Crepis capillaris,NA
october,c,8,Q4,Crepis paludos,NA
october,c,8,Q4,Elytrigia repens,NA
october,c,8,Q4,Epilobium ciliatum,NA
october,c,8,Q4,Erodium cicutarium,NA
october,c,8,Q4,Fallopia convolvulus,NA
october,c,8,Q4,Festuca rubra,NA
october,c,8,Q4,Geranium molle,NA
october,c,8,Q4,Holcus mollis,128
october,c,8,Q4,Hypochaeris radicata,NA
october,c,8,Q4,Lactuca serriola,NA
october,c,8,Q4,Medicago lupulina,4
october,c,8,Q4,Myosotis arvensis,NA
october,c,8,Q4,Plantago lanceolata,NA
october,c,8,Q4,Polpaver dubium,NA
october,c,8,Q4,Raphanus raphanistrum,NA
october,c,8,Q4,Rumex acetosella,NA
october,c,8,Q4,Rumex crispus,4
october,c,8,Q4,Rumex obtusifolia,5
october,c,8,Q4,Semecio jacobaea,NA
october,c,8,Q4,Sonchus asper,NA
october,c,8,Q4,Spergula arvensis,10
october,c,8,Q4,Stellaria graminea,NA
october,c,8,Q4,Taraxacum officinale,NA
october,c,8,Q4,Tripleurospermum inodorum,1
october,c,8,Q4,Veronica arvensis,NA
october,c,8,Q4,Veronica persica,NA
october,c,8,Q4,Viola arvensis,NA
october,c,8,Q4,Vulpia myuros,NA
october,c,8,Q5,Achillea millefolium,NA
october,c,8,Q5,Agrostis gigantea,351
october,c,8,Q5,Anagallis arvensis,NA
october,c,8,Q5,Anchusa arvensis,NA
october,c,8,Q5,Anisantha sterilis,NA
october,c,8,Q5,Aphanes australis,NA
october,c,8,Q5,Artemesia vulgaris,NA
october,c,8,Q5,Bromus hordaceus,NA
october,c,8,Q5,Cerastium glomeratun,NA
october,c,8,Q5,Chenopodium album,NA
october,c,8,Q5,Cirsium arvense,NA
october,c,8,Q5,Conyza canadensis,NA
october,c,8,Q5,Crepis capillaris,NA
october,c,8,Q5,Crepis paludos,NA
october,c,8,Q5,Elytrigia repens,NA
october,c,8,Q5,Epilobium ciliatum,NA
october,c,8,Q5,Erodium cicutarium,NA
october,c,8,Q5,Fallopia convolvulus,NA
october,c,8,Q5,Festuca rubra,NA
october,c,8,Q5,Geranium molle,NA
october,c,8,Q5,Holcus mollis,45
october,c,8,Q5,Hypochaeris radicata,NA
october,c,8,Q5,Lactuca serriola,NA
october,c,8,Q5,Medicago lupulina,NA
october,c,8,Q5,Myosotis arvensis,6
october,c,8,Q5,Plantago lanceolata,NA
october,c,8,Q5,Polpaver dubium,NA
october,c,8,Q5,Raphanus raphanistrum,NA
october,c,8,Q5,Rumex acetosella,NA
october,c,8,Q5,Rumex crispus,NA
october,c,8,Q5,Rumex obtusifolia,4
october,c,8,Q5,Semecio jacobaea,NA
october,c,8,Q5,Sonchus asper,NA
october,c,8,Q5,Spergula arvensis,NA
october,c,8,Q5,Stellaria graminea,NA
october,c,8,Q5,Taraxacum officinale,NA
october,c,8,Q5,Tripleurospermum inodorum,NA
october,c,8,Q5,Veronica arvensis,NA
october,c,8,Q5,Veronica persica,NA
october,c,8,Q5,Viola arvensis,NA
october,c,8,Q5,Vulpia myuros,NA
may,c,9,Q1,Achillea millefolium,NA
may,c,9,Q1,Agrostis gigantea,57
may,c,9,Q1,Anagallis arvensis,NA
may,c,9,Q1,Anchusa arvensis,3
may,c,9,Q1,Anisantha sterilis,71
may,c,9,Q1,Aphanes australis,NA
may,c,9,Q1,Artemesia vulgaris,NA
may,c,9,Q1,Bromus hordaceus,12
may,c,9,Q1,Cerastium glomeratun,NA
may,c,9,Q1,Chenopodium album,NA
may,c,9,Q1,Cirsium arvense,NA
may,c,9,Q1,Conyza canadensis,NA
may,c,9,Q1,Crepis capillaris,NA
may,c,9,Q1,Crepis paludos,NA
may,c,9,Q1,Elytrigia repens,NA
may,c,9,Q1,Epilobium ciliatum,NA
may,c,9,Q1,Erodium cicutarium,3
may,c,9,Q1,Fallopia convolvulus,NA
may,c,9,Q1,Festuca rubra,NA
may,c,9,Q1,Geranium molle,6
may,c,9,Q1,Holcus mollis,11
may,c,9,Q1,Hypochaeris radicata,NA
may,c,9,Q1,Lactuca serriola,NA
may,c,9,Q1,Medicago lupulina,NA
may,c,9,Q1,Myosotis arvensis,NA
may,c,9,Q1,Plantago lanceolata,NA
may,c,9,Q1,Polpaver dubium,NA
may,c,9,Q1,Raphanus raphanistrum,NA
may,c,9,Q1,Rumex acetosella,NA
may,c,9,Q1,Rumex crispus,6
may,c,9,Q1,Rumex obtusifolia,NA
may,c,9,Q1,Semecio jacobaea,NA
may,c,9,Q1,Sonchus asper,2
may,c,9,Q1,Spergula arvensis,30
may,c,9,Q1,Stellaria graminea,NA
may,c,9,Q1,Taraxacum officinale,1
may,c,9,Q1,Tripleurospermum inodorum,NA
may,c,9,Q1,Veronica arvensis,NA
may,c,9,Q1,Veronica persica,3
may,c,9,Q1,Viola arvensis,NA
may,c,9,Q1,Vulpia myuros,NA
may,c,9,Q2,Achillea millefolium,NA
may,c,9,Q2,Agrostis gigantea,41
may,c,9,Q2,Anagallis arvensis,2
may,c,9,Q2,Anchusa arvensis,4
may,c,9,Q2,Anisantha sterilis,120
may,c,9,Q2,Aphanes australis,NA
may,c,9,Q2,Artemesia vulgaris,NA
may,c,9,Q2,Bromus hordaceus,26
may,c,9,Q2,Cerastium glomeratun,NA
may,c,9,Q2,Chenopodium album,NA
may,c,9,Q2,Cirsium arvense,1
may,c,9,Q2,Conyza canadensis,NA
may,c,9,Q2,Crepis capillaris,NA
may,c,9,Q2,Crepis paludos,NA
may,c,9,Q2,Elytrigia repens,NA
may,c,9,Q2,Epilobium ciliatum,NA
may,c,9,Q2,Erodium cicutarium,NA
may,c,9,Q2,Fallopia convolvulus,NA
may,c,9,Q2,Festuca rubra,NA
may,c,9,Q2,Geranium molle,1
may,c,9,Q2,Holcus mollis,6
may,c,9,Q2,Hypochaeris radicata,NA
may,c,9,Q2,Lactuca serriola,NA
may,c,9,Q2,Medicago lupulina,NA
may,c,9,Q2,Myosotis arvensis,NA
may,c,9,Q2,Plantago lanceolata,NA
may,c,9,Q2,Polpaver dubium,NA
may,c,9,Q2,Raphanus raphanistrum,NA
may,c,9,Q2,Rumex acetosella,NA
may,c,9,Q2,Rumex crispus,NA
may,c,9,Q2,Rumex obtusifolia,NA
may,c,9,Q2,Semecio jacobaea,NA
may,c,9,Q2,Sonchus asper,NA
may,c,9,Q2,Spergula arvensis,50
may,c,9,Q2,Stellaria graminea,NA
may,c,9,Q2,Taraxacum officinale,NA
may,c,9,Q2,Tripleurospermum inodorum,NA
may,c,9,Q2,Veronica arvensis,NA
may,c,9,Q2,Veronica persica,2
may,c,9,Q2,Viola arvensis,NA
may,c,9,Q2,Vulpia myuros,NA
may,c,9,Q3,Achillea millefolium,7
may,c,9,Q3,Agrostis gigantea,65
may,c,9,Q3,Anagallis arvensis,1
may,c,9,Q3,Anchusa arvensis,8
may,c,9,Q3,Anisantha sterilis,20
may,c,9,Q3,Aphanes australis,NA
may,c,9,Q3,Artemesia vulgaris,NA
may,c,9,Q3,Bromus hordaceus,2
may,c,9,Q3,Cerastium glomeratun,NA
may,c,9,Q3,Chenopodium album,NA
may,c,9,Q3,Cirsium arvense,NA
may,c,9,Q3,Conyza canadensis,NA
may,c,9,Q3,Crepis capillaris,NA
may,c,9,Q3,Crepis paludos,NA
may,c,9,Q3,Elytrigia repens,2
may,c,9,Q3,Epilobium ciliatum,NA
may,c,9,Q3,Erodium cicutarium,NA
may,c,9,Q3,Fallopia convolvulus,NA
may,c,9,Q3,Festuca rubra,NA
may,c,9,Q3,Geranium molle,6
may,c,9,Q3,Holcus mollis,NA
may,c,9,Q3,Hypochaeris radicata,NA
may,c,9,Q3,Lactuca serriola,NA
may,c,9,Q3,Medicago lupulina,NA
may,c,9,Q3,Myosotis arvensis,NA
may,c,9,Q3,Plantago lanceolata,NA
may,c,9,Q3,Polpaver dubium,NA
may,c,9,Q3,Raphanus raphanistrum,NA
may,c,9,Q3,Rumex acetosella,NA
may,c,9,Q3,Rumex crispus,NA
may,c,9,Q3,Rumex obtusifolia,NA
may,c,9,Q3,Semecio jacobaea,NA
may,c,9,Q3,Sonchus asper,4
may,c,9,Q3,Spergula arvensis,11
may,c,9,Q3,Stellaria graminea,NA
may,c,9,Q3,Taraxacum officinale,2
may,c,9,Q3,Tripleurospermum inodorum,NA
may,c,9,Q3,Veronica arvensis,NA
may,c,9,Q3,Veronica persica,4
may,c,9,Q3,Viola arvensis,NA
may,c,9,Q3,Vulpia myuros,NA
may,c,9,Q4,Achillea millefolium,NA
may,c,9,Q4,Agrostis gigantea,38
may,c,9,Q4,Anagallis arvensis,13
may,c,9,Q4,Anchusa arvensis,6
may,c,9,Q4,Anisantha sterilis,6
may,c,9,Q4,Aphanes australis,NA
may,c,9,Q4,Artemesia vulgaris,NA
may,c,9,Q4,Bromus hordaceus,16
may,c,9,Q4,Cerastium glomeratun,NA
may,c,9,Q4,Chenopodium album,NA
may,c,9,Q4,Cirsium arvense,NA
may,c,9,Q4,Conyza canadensis,NA
may,c,9,Q4,Crepis capillaris,NA
may,c,9,Q4,Crepis paludos,NA
may,c,9,Q4,Elytrigia repens,NA
may,c,9,Q4,Epilobium ciliatum,NA
may,c,9,Q4,Erodium cicutarium,NA
may,c,9,Q4,Fallopia convolvulus,NA
may,c,9,Q4,Festuca rubra,NA
may,c,9,Q4,Geranium molle,7
may,c,9,Q4,Holcus mollis,NA
may,c,9,Q4,Hypochaeris radicata,NA
may,c,9,Q4,Lactuca serriola,NA
may,c,9,Q4,Medicago lupulina,NA
may,c,9,Q4,Myosotis arvensis,NA
may,c,9,Q4,Plantago lanceolata,NA
may,c,9,Q4,Polpaver dubium,NA
may,c,9,Q4,Raphanus raphanistrum,NA
may,c,9,Q4,Rumex acetosella,NA
may,c,9,Q4,Rumex crispus,4
may,c,9,Q4,Rumex obtusifolia,NA
may,c,9,Q4,Semecio jacobaea,NA
may,c,9,Q4,Sonchus asper,7
may,c,9,Q4,Spergula arvensis,25
may,c,9,Q4,Stellaria graminea,NA
may,c,9,Q4,Taraxacum officinale,1
may,c,9,Q4,Tripleurospermum inodorum,NA
may,c,9,Q4,Veronica arvensis,NA
may,c,9,Q4,Veronica persica,2
may,c,9,Q4,Viola arvensis,NA
may,c,9,Q4,Vulpia myuros,NA
may,c,9,Q5,Achillea millefolium,5
may,c,9,Q5,Agrostis gigantea,45
may,c,9,Q5,Anagallis arvensis,9
may,c,9,Q5,Anchusa arvensis,1
may,c,9,Q5,Anisantha sterilis,24
may,c,9,Q5,Aphanes australis,NA
may,c,9,Q5,Artemesia vulgaris,NA
may,c,9,Q5,Bromus hordaceus,3
may,c,9,Q5,Cerastium glomeratun,NA
may,c,9,Q5,Chenopodium album,NA
may,c,9,Q5,Cirsium arvense,NA
may,c,9,Q5,Conyza canadensis,NA
may,c,9,Q5,Crepis capillaris,NA
may,c,9,Q5,Crepis paludos,NA
may,c,9,Q5,Elytrigia repens,6
may,c,9,Q5,Epilobium ciliatum,NA
may,c,9,Q5,Erodium cicutarium,1
may,c,9,Q5,Fallopia convolvulus,NA
may,c,9,Q5,Festuca rubra,NA
may,c,9,Q5,Geranium molle,12
may,c,9,Q5,Holcus mollis,NA
may,c,9,Q5,Hypochaeris radicata,NA
may,c,9,Q5,Lactuca serriola,NA
may,c,9,Q5,Medicago lupulina,NA
may,c,9,Q5,Myosotis arvensis,NA
may,c,9,Q5,Plantago lanceolata,NA
may,c,9,Q5,Polpaver dubium,NA
may,c,9,Q5,Raphanus raphanistrum,NA
may,c,9,Q5,Rumex acetosella,NA
may,c,9,Q5,Rumex crispus,NA
may,c,9,Q5,Rumex obtusifolia,NA
may,c,9,Q5,Semecio jacobaea,NA
may,c,9,Q5,Sonchus asper,2
may,c,9,Q5,Spergula arvensis,18
may,c,9,Q5,Stellaria graminea,NA
may,c,9,Q5,Taraxacum officinale,3
may,c,9,Q5,Tripleurospermum inodorum,NA
may,c,9,Q5,Veronica arvensis,NA
may,c,9,Q5,Veronica persica,1
may,c,9,Q5,Viola arvensis,NA
may,c,9,Q5,Vulpia myuros,NA
march,d,10,Q1,Achillea millefolium,7
march,d,10,Q1,Agrostis gigantea,259
march,d,10,Q1,Anagallis arvensis,NA
march,d,10,Q1,Anchusa arvensis,NA
march,d,10,Q1,Anisantha sterilis,NA
march,d,10,Q1,Aphanes australis,NA
march,d,10,Q1,Artemesia vulgaris,NA
march,d,10,Q1,Bromus hordaceus,NA
march,d,10,Q1,Cerastium glomeratun,NA
march,d,10,Q1,Chenopodium album,NA
march,d,10,Q1,Cirsium arvense,NA
march,d,10,Q1,Conyza canadensis,NA
march,d,10,Q1,Crepis capillaris,NA
march,d,10,Q1,Crepis paludos,NA
march,d,10,Q1,Elytrigia repens,NA
march,d,10,Q1,Epilobium ciliatum,NA
march,d,10,Q1,Erodium cicutarium,NA
march,d,10,Q1,Fallopia convolvulus,4
march,d,10,Q1,Festuca rubra,NA
march,d,10,Q1,Geranium molle,NA
march,d,10,Q1,Holcus mollis,NA
march,d,10,Q1,Hypochaeris radicata,NA
march,d,10,Q1,Lactuca serriola,NA
march,d,10,Q1,Medicago lupulina,63
march,d,10,Q1,Myosotis arvensis,NA
march,d,10,Q1,Plantago lanceolata,NA
march,d,10,Q1,Polpaver dubium,NA
march,d,10,Q1,Raphanus raphanistrum,NA
march,d,10,Q1,Rumex acetosella,NA
march,d,10,Q1,Rumex crispus,NA
march,d,10,Q1,Rumex obtusifolia,2
march,d,10,Q1,Semecio jacobaea,NA
march,d,10,Q1,Sonchus asper,NA
march,d,10,Q1,Spergula arvensis,12
march,d,10,Q1,Stellaria graminea,NA
march,d,10,Q1,Taraxacum officinale,NA
march,d,10,Q1,Tripleurospermum inodorum,NA
march,d,10,Q1,Veronica arvensis,NA
march,d,10,Q1,Veronica persica,NA
march,d,10,Q1,Viola arvensis,NA
march,d,10,Q1,Vulpia myuros,NA
march,d,10,Q2,Achillea millefolium,2
march,d,10,Q2,Agrostis gigantea,33
march,d,10,Q2,Anagallis arvensis,NA
march,d,10,Q2,Anchusa arvensis,NA
march,d,10,Q2,Anisantha sterilis,5
march,d,10,Q2,Aphanes australis,NA
march,d,10,Q2,Artemesia vulgaris,2
march,d,10,Q2,Bromus hordaceus,NA
march,d,10,Q2,Cerastium glomeratun,NA
march,d,10,Q2,Chenopodium album,NA
march,d,10,Q2,Cirsium arvense,NA
march,d,10,Q2,Conyza canadensis,NA
march,d,10,Q2,Crepis capillaris,NA
march,d,10,Q2,Crepis paludos,NA
march,d,10,Q2,Elytrigia repens,NA
march,d,10,Q2,Epilobium ciliatum,NA
march,d,10,Q2,Erodium cicutarium,NA
march,d,10,Q2,Fallopia convolvulus,1
march,d,10,Q2,Festuca rubra,NA
march,d,10,Q2,Geranium molle,NA
march,d,10,Q2,Holcus mollis,26
march,d,10,Q2,Hypochaeris radicata,NA
march,d,10,Q2,Lactuca serriola,NA
march,d,10,Q2,Medicago lupulina,44
march,d,10,Q2,Myosotis arvensis,NA
march,d,10,Q2,Plantago lanceolata,NA
march,d,10,Q2,Polpaver dubium,NA
march,d,10,Q2,Raphanus raphanistrum,NA
march,d,10,Q2,Rumex acetosella,NA
march,d,10,Q2,Rumex crispus,1
march,d,10,Q2,Rumex obtusifolia,NA
march,d,10,Q2,Semecio jacobaea,NA
march,d,10,Q2,Sonchus asper,NA
march,d,10,Q2,Spergula arvensis,NA
march,d,10,Q2,Stellaria graminea,NA
march,d,10,Q2,Taraxacum officinale,NA
march,d,10,Q2,Tripleurospermum inodorum,NA
march,d,10,Q2,Veronica arvensis,1
march,d,10,Q2,Veronica persica,NA
march,d,10,Q2,Viola arvensis,NA
march,d,10,Q2,Vulpia myuros,NA
march,d,10,Q3,Achillea millefolium,2
march,d,10,Q3,Agrostis gigantea,96
march,d,10,Q3,Anagallis arvensis,NA
march,d,10,Q3,Anchusa arvensis,NA
march,d,10,Q3,Anisantha sterilis,NA
march,d,10,Q3,Aphanes australis,NA
march,d,10,Q3,Artemesia vulgaris,7
march,d,10,Q3,Bromus hordaceus,NA
march,d,10,Q3,Cerastium glomeratun,NA
march,d,10,Q3,Chenopodium album,NA
march,d,10,Q3,Cirsium arvense,NA
march,d,10,Q3,Conyza canadensis,NA
march,d,10,Q3,Crepis capillaris,NA
march,d,10,Q3,Crepis paludos,NA
march,d,10,Q3,Elytrigia repens,NA
march,d,10,Q3,Epilobium ciliatum,2
march,d,10,Q3,Erodium cicutarium,NA
march,d,10,Q3,Fallopia convolvulus,NA
march,d,10,Q3,Festuca rubra,NA
march,d,10,Q3,Geranium molle,NA
march,d,10,Q3,Holcus mollis,44
march,d,10,Q3,Hypochaeris radicata,NA
