Cultivation,Block,Plot,Quadrat,Species,Count
march,d,10,Q3,Lactuca serriola,NA
march,d,10,Q3,Medicago lupulina,114
march,d,10,Q3,Myosotis arvensis,NA
march,d,10,Q3,Plantago lanceolata,NA
march,d,10,Q3,Polpaver dubium,NA
march,d,10,Q3,Raphanus raphanistrum,NA
march,d,10,Q3,Rumex acetosella,NA
march,d,10,Q3,Rumex crispus,NA
march,d,10,Q3,Rumex obtusifolia,NA
march,d,10,Q3,Semecio jacobaea,NA
march,d,10,Q3,Sonchus asper,NA
march,d,10,Q3,Spergula arvensis,NA
march,d,10,Q3,Stellaria graminea,NA
march,d,10,Q3,Taraxacum officinale,NA
march,d,10,Q3,Tripleurospermum inodorum,NA
march,d,10,Q3,Veronica arvensis,1
march,d,10,Q3,Veronica persica,NA
march,d,10,Q3,Viola arvensis,NA
march,d,10,Q3,Vulpia myuros,NA
march,d,10,Q4,Achillea millefolium,9
march,d,10,Q4,Agrostis gigantea,291
march,d,10,Q4,Anagallis arvensis,NA
march,d,10,Q4,Anchusa arvensis,NA
march,d,10,Q4,Anisantha sterilis,5
march,d,10,Q4,Aphanes australis,NA
march,d,10,Q4,Artemesia vulgaris,7
march,d,10,Q4,Bromus hordaceus,NA
march,d,10,Q4,Cerastium glomeratun,NA
march,d,10,Q4,Chenopodium album,NA
march,d,10,Q4,Cirsium arvense,NA
march,d,10,Q4,Conyza canadensis,NA
march,d,10,Q4,Crepis capillaris,NA
march,d,10,Q4,Crepis paludos,NA
march,d,10,Q4,Elytrigia repens,NA
march,d,10,Q4,Epilobium ciliatum,4
march,d,10,Q4,Erodium cicutarium,NA
march,d,10,Q4,Fallopia convolvulus,NA
march,d,10,Q4,Festuca rubra,NA
march,d,10,Q4,Geranium molle,NA
march,d,10,Q4,Holcus mollis,NA
march,d,10,Q4,Hypochaeris radicata,NA
march,d,10,Q4,Lactuca serriola,NA
march,d,10,Q4,Medicago lupulina,25
march,d,10,Q4,Myosotis arvensis,NA
march,d,10,Q4,Plantago lanceolata,NA
march,d,10,Q4,Polpaver dubium,NA
march,d,10,Q4,Raphanus raphanistrum,NA
march,d,10,Q4,Rumex acetosella,6
march,d,10,Q4,Rumex crispus,NA
march,d,10,Q4,Rumex obtusifolia,NA
march,d,10,Q4,Semecio jacobaea,NA
march,d,10,Q4,Sonchus asper,NA
march,d,10,Q4,Spergula arvensis,NA
march,d,10,Q4,Stellaria graminea,NA
march,d,10,Q4,Taraxacum officinale,NA
march,d,10,Q4,Tripleurospermum inodorum,NA
march,d,10,Q4,Veronica arvensis,7
march,d,10,Q4,Veronica persica,NA
march,d,10,Q4,Viola arvensis,NA
march,d,10,Q4,Vulpia myuros,NA
march,d,10,Q5,Achillea millefolium,4
march,d,10,Q5,Agrostis gigantea,19
march,d,10,Q5,Anagallis arvensis,2
march,d,10,Q5,Anchusa arvensis,NA
march,d,10,Q5,Anisantha sterilis,1
march,d,10,Q5,Aphanes australis,NA
march,d,10,Q5,Artemesia vulgaris,NA
march,d,10,Q5,Bromus hordaceus,NA
march,d,10,Q5,Cerastium glomeratun,NA
march,d,10,Q5,Chenopodium album,NA
march,d,10,Q5,Cirsium arvense,NA
march,d,10,Q5,Conyza canadensis,NA
march,d,10,Q5,Crepis capillaris,3
march,d,10,Q5,Crepis paludos,NA
march,d,10,Q5,Elytrigia repens,25
march,d,10,Q5,Epilobium ciliatum,NA
march,d,10,Q5,Erodium cicutarium,NA
march,d,10,Q5,Fallopia convolvulus,NA
march,d,10,Q5,Festuca rubra,NA
march,d,10,Q5,Geranium molle,NA
march,d,10,Q5,Holcus mollis,70
march,d,10,Q5,Hypochaeris radicata,NA
march,d,10,Q5,Lactuca serriola,NA
march,d,10,Q5,Medicago lupulina,2
march,d,10,Q5,Myosotis arvensis,NA
march,d,10,Q5,Plantago lanceolata,NA
march,d,10,Q5,Polpaver dubium,NA
march,d,10,Q5,Raphanus raphanistrum,NA
march,d,10,Q5,Rumex acetosella,1
march,d,10,Q5,Rumex crispus,NA
march,d,10,Q5,Rumex obtusifolia,3
march,d,10,Q5,Semecio jacobaea,NA
march,d,10,Q5,Sonchus asper,NA
march,d,10,Q5,Spergula arvensis,NA
march,d,10,Q5,Stellaria graminea,NA
march,d,10,Q5,Taraxacum officinale,NA
march,d,10,Q5,Tripleurospermum inodorum,NA
march,d,10,Q5,Veronica arvensis,NA
march,d,10,Q5,Veronica persica,NA
march,d,10,Q5,Viola arvensis,NA
march,d,10,Q5,Vulpia myuros,25
march,d,10,Q6,Achillea millefolium,10
march,d,10,Q6,Agrostis gigantea,80
march,d,10,Q6,Anagallis arvensis,NA
march,d,10,Q6,Anchusa arvensis,NA
march,d,10,Q6,Anisantha sterilis,NA
march,d,10,Q6,Aphanes australis,NA
march,d,10,Q6,Artemesia vulgaris,1
march,d,10,Q6,Bromus hordaceus,NA
march,d,10,Q6,Cerastium glomeratun,NA
march,d,10,Q6,Chenopodium album,NA
march,d,10,Q6,Cirsium arvense,NA
march,d,10,Q6,Conyza canadensis,NA
march,d,10,Q6,Crepis capillaris,NA
march,d,10,Q6,Crepis paludos,NA
march,d,10,Q6,Elytrigia repens,5
march,d,10,Q6,Epilobium ciliatum,NA
march,d,10,Q6,Erodium cicutarium,NA
march,d,10,Q6,Fallopia convolvulus,NA
march,d,10,Q6,Festuca rubra,NA
march,d,10,Q6,Geranium molle,NA
march,d,10,Q6,Holcus mollis,20
march,d,10,Q6,Hypochaeris radicata,NA
march,d,10,Q6,Lactuca serriola,1
march,d,10,Q6,Medicago lupulina,16
march,d,10,Q6,Myosotis arvensis,NA
march,d,10,Q6,Plantago lanceolata,NA
march,d,10,Q6,Polpaver dubium,NA
march,d,10,Q6,Raphanus raphanistrum,NA
march,d,10,Q6,Rumex acetosella,4
march,d,10,Q6,Rumex crispus,NA
march,d,10,Q6,Rumex obtusifolia,1
march,d,10,Q6,Semecio jacobaea,NA
march,d,10,Q6,Sonchus asper,NA
march,d,10,Q6,Spergula arvensis,1
march,d,10,Q6,Stellaria graminea,NA
march,d,10,Q6,Taraxacum officinale,NA
march,d,10,Q6,Tripleurospermum inodorum,NA
march,d,10,Q6,Veronica arvensis,NA
march,d,10,Q6,Veronica persica,NA
march,d,10,Q6,Viola arvensis,NA
march,d,10,Q6,Vulpia myuros,NA
may,d,12,Q1,Achillea millefolium,NA
may,d,12,Q1,Agrostis gigantea,33
may,d,12,Q1,Anagallis arvensis,9
may,d,12,Q1,Anchusa arvensis,NA
may,d,12,Q1,Anisantha sterilis,14
may,d,12,Q1,Aphanes australis,1
may,d,12,Q1,Artemesia vulgaris,NA
may,d,12,Q1,Bromus hordaceus,12
may,d,12,Q1,Cerastium glomeratun,NA
may,d,12,Q1,Chenopodium album,NA
may,d,12,Q1,Cirsium arvense,NA
may,d,12,Q1,Conyza canadensis,NA
may,d,12,Q1,Crepis capillaris,NA
may,d,12,Q1,Crepis paludos,NA
may,d,12,Q1,Elytrigia repens,NA
may,d,12,Q1,Epilobium ciliatum,NA
may,d,12,Q1,Erodium cicutarium,NA
may,d,12,Q1,Fallopia convolvulus,NA
may,d,12,Q1,Festuca rubra,NA
may,d,12,Q1,Geranium molle,3
may,d,12,Q1,Holcus mollis,14
may,d,12,Q1,Hypochaeris radicata,NA
may,d,12,Q1,Lactuca serriola,NA
may,d,12,Q1,Medicago lupulina,NA
may,d,12,Q1,Myosotis arvensis,NA
may,d,12,Q1,Plantago lanceolata,NA
may,d,12,Q1,Polpaver dubium,NA
may,d,12,Q1,Raphanus raphanistrum,NA
may,d,12,Q1,Rumex acetosella,2
may,d,12,Q1,Rumex crispus,3
may,d,12,Q1,Rumex obtusifolia,NA
may,d,12,Q1,Semecio jacobaea,NA
may,d,12,Q1,Sonchus asper,NA
may,d,12,Q1,Spergula arvensis,NA
may,d,12,Q1,Stellaria graminea,NA
may,d,12,Q1,Taraxacum officinale,NA
may,d,12,Q1,Tripleurospermum inodorum,NA
may,d,12,Q1,Veronica arvensis,NA
may,d,12,Q1,Veronica persica,NA
may,d,12,Q1,Viola arvensis,NA
may,d,12,Q1,Vulpia myuros,NA
may,d,12,Q2,Achillea millefolium,NA
may,d,12,Q2,Agrostis gigantea,145
may,d,12,Q2,Anagallis arvensis,8
may,d,12,Q2,Anchusa arvensis,NA
may,d,12,Q2,Anisantha sterilis,NA
may,d,12,Q2,Aphanes australis,NA
may,d,12,Q2,Artemesia vulgaris,NA
may,d,12,Q2,Bromus hordaceus,NA
may,d,12,Q2,Cerastium glomeratun,NA
may,d,12,Q2,Chenopodium album,NA
may,d,12,Q2,Cirsium arvense,NA
may,d,12,Q2,Conyza canadensis,NA
may,d,12,Q2,Crepis capillaris,2
may,d,12,Q2,Crepis paludos,NA
may,d,12,Q2,Elytrigia repens,NA
may,d,12,Q2,Epilobium ciliatum,NA
may,d,12,Q2,Erodium cicutarium,NA
may,d,12,Q2,Fallopia convolvulus,NA
may,d,12,Q2,Festuca rubra,NA
may,d,12,Q2,Geranium molle,1
may,d,12,Q2,Holcus mollis,20
may,d,12,Q2,Hypochaeris radicata,1
may,d,12,Q2,Lactuca serriola,NA
may,d,12,Q2,Medicago lupulina,NA
may,d,12,Q2,Myosotis arvensis,NA
may,d,12,Q2,Plantago lanceolata,NA
may,d,12,Q2,Polpaver dubium,NA
may,d,12,Q2,Raphanus raphanistrum,NA
may,d,12,Q2,Rumex acetosella,NA
may,d,12,Q2,Rumex crispus,NA
may,d,12,Q2,Rumex obtusifolia,NA
may,d,12,Q2,Semecio jacobaea,NA
may,d,12,Q2,Sonchus asper,3
may,d,12,Q2,Spergula arvensis,NA
may,d,12,Q2,Stellaria graminea,4
may,d,12,Q2,Taraxacum officinale,NA
may,d,12,Q2,Tripleurospermum inodorum,NA
may,d,12,Q2,Veronica arvensis,NA
may,d,12,Q2,Veronica persica,NA
may,d,12,Q2,Viola arvensis,NA
may,d,12,Q2,Vulpia myuros,NA
may,d,12,Q4,Achillea millefolium,NA
may,d,12,Q4,Agrostis gigantea,45
may,d,12,Q4,Anagallis arvensis,17
may,d,12,Q4,Anchusa arvensis,NA
may,d,12,Q4,Anisantha sterilis,8
may,d,12,Q4,Aphanes australis,NA
may,d,12,Q4,Artemesia vulgaris,NA
may,d,12,Q4,Bromus hordaceus,10
may,d,12,Q4,Cerastium glomeratun,NA
may,d,12,Q4,Chenopodium album,NA
may,d,12,Q4,Cirsium arvense,NA
may,d,12,Q4,Conyza canadensis,NA
may,d,12,Q4,Crepis capillaris,NA
may,d,12,Q4,Crepis paludos,NA
may,d,12,Q4,Elytrigia repens,1
may,d,12,Q4,Epilobium ciliatum,NA
may,d,12,Q4,Erodium cicutarium,NA
may,d,12,Q4,Fallopia convolvulus,NA
may,d,12,Q4,Festuca rubra,NA
may,d,12,Q4,Geranium molle,NA
may,d,12,Q4,Holcus mollis,1
may,d,12,Q4,Hypochaeris radicata,NA
may,d,12,Q4,Lactuca serriola,NA
may,d,12,Q4,Medicago lupulina,NA
may,d,12,Q4,Myosotis arvensis,NA
may,d,12,Q4,Plantago lanceolata,NA
may,d,12,Q4,Polpaver dubium,NA
may,d,12,Q4,Raphanus raphanistrum,NA
may,d,12,Q4,Rumex acetosella,5
may,d,12,Q4,Rumex crispus,NA
may,d,12,Q4,Rumex obtusifolia,NA
may,d,12,Q4,Semecio jacobaea,NA
may,d,12,Q4,Sonchus asper,NA
may,d,12,Q4,Spergula arvensis,1
may,d,12,Q4,Stellaria graminea,2
may,d,12,Q4,Taraxacum officinale,NA
may,d,12,Q4,Tripleurospermum inodorum,NA
may,d,12,Q4,Veronica arvensis,5
may,d,12,Q4,Veronica persica,NA
may,d,12,Q4,Viola arvensis,NA
may,d,12,Q4,Vulpia myuros,NA
october,d,11,Q1,Achillea millefolium,NA
october,d,11,Q1,Agrostis gigantea,62
october,d,11,Q1,Anagallis arvensis,NA
october,d,11,Q1,Anchusa arvensis,NA
october,d,11,Q1,Anisantha sterilis,NA
october,d,11,Q1,Aphanes australis,NA
october,d,11,Q1,Artemesia vulgaris,NA
october,d,11,Q1,Bromus hordaceus,NA
october,d,11,Q1,Cerastium glomeratun,NA
october,d,11,Q1,Chenopodium album,NA
october,d,11,Q1,Cirsium arvense,NA
october,d,11,Q1,Conyza canadensis,NA
october,d,11,Q1,Crepis capillaris,NA
october,d,11,Q1,Crepis paludos,2
october,d,11,Q1,Elytrigia repens,NA
october,d,11,Q1,Epilobium ciliatum,NA
october,d,11,Q1,Erodium cicutarium,NA
october,d,11,Q1,Fallopia convolvulus,NA
october,d,11,Q1,Festuca rubra,NA
october,d,11,Q1,Geranium molle,NA
october,d,11,Q1,Holcus mollis,104
october,d,11,Q1,Hypochaeris radicata,NA
october,d,11,Q1,Lactuca serriola,NA
october,d,11,Q1,Medicago lupulina,NA
october,d,11,Q1,Myosotis arvensis,NA
october,d,11,Q1,Plantago lanceolata,NA
october,d,11,Q1,Polpaver dubium,NA
october,d,11,Q1,Raphanus raphanistrum,NA
october,d,11,Q1,Rumex acetosella,3
october,d,11,Q1,Rumex crispus,NA
october,d,11,Q1,Rumex obtusifolia,NA
october,d,11,Q1,Semecio jacobaea,NA
october,d,11,Q1,Sonchus asper,NA
october,d,11,Q1,Spergula arvensis,NA
october,d,11,Q1,Stellaria graminea,NA
october,d,11,Q1,Taraxacum officinale,NA
october,d,11,Q1,Tripleurospermum inodorum,NA
october,d,11,Q1,Veronica arvensis,NA
october,d,11,Q1,Veronica persica,NA
october,d,11,Q1,Viola arvensis,NA
october,d,11,Q1,Vulpia myuros,NA
october,d,11,Q2,Achillea millefolium,NA
october,d,11,Q2,Agrostis gigantea,25
october,d,11,Q2,Anagallis arvensis,12
october,d,11,Q2,Anchusa arvensis,NA
october,d,11,Q2,Anisantha sterilis,NA
october,d,11,Q2,Aphanes australis,NA
october,d,11,Q2,Artemesia vulgaris,NA
october,d,11,Q2,Bromus hordaceus,NA
october,d,11,Q2,Cerastium glomeratun,NA
october,d,11,Q2,Chenopodium album,NA
october,d,11,Q2,Cirsium arvense,NA
october,d,11,Q2,Conyza canadensis,NA
october,d,11,Q2,Crepis capillaris,NA
october,d,11,Q2,Crepis paludos,3
october,d,11,Q2,Elytrigia repens,NA
october,d,11,Q2,Epilobium ciliatum,NA
october,d,11,Q2,Erodium cicutarium,NA
october,d,11,Q2,Fallopia convolvulus,NA
october,d,11,Q2,Festuca rubra,NA
october,d,11,Q2,Geranium molle,NA
october,d,11,Q2,Holcus mollis,131
october,d,11,Q2,Hypochaeris radicata,NA
october,d,11,Q2,Lactuca serriola,NA
october,d,11,Q2,Medicago lupulina,NA
october,d,11,Q2,Myosotis arvensis,NA
october,d,11,Q2,Plantago lanceolata,NA
october,d,11,Q2,Polpaver dubium,NA
october,d,11,Q2,Raphanus raphanistrum,NA
october,d,11,Q2,Rumex acetosella,13
october,d,11,Q2,Rumex crispus,NA
october,d,11,Q2,Rumex obtusifolia,NA
october,d,11,Q2,Semecio jacobaea,NA
october,d,11,Q2,Sonchus asper,NA
october,d,11,Q2,Spergula arvensis,NA
october,d,11,Q2,Stellaria graminea,NA
october,d,11,Q2,Taraxacum officinale,NA
october,d,11,Q2,Tripleurospermum inodorum,NA
october,d,11,Q2,Veronica arvensis,NA
october,d,11,Q2,Veronica persica,5
october,d,11,Q2,Viola arvensis,NA
october,d,11,Q2,Vulpia myuros,NA
october,d,11,Q3,Achillea millefolium,12
october,d,11,Q3,Agrostis gigantea,57
october,d,11,Q3,Anagallis arvensis,NA
october,d,11,Q3,Anchusa arvensis,NA
october,d,11,Q3,Anisantha sterilis,NA
october,d,11,Q3,Aphanes australis,NA
october,d,11,Q3,Artemesia vulgaris,NA
october,d,11,Q3,Bromus hordaceus,NA
october,d,11,Q3,Cerastium glomeratun,NA
october,d,11,Q3,Chenopodium album,NA
october,d,11,Q3,Cirsium arvense,NA
october,d,11,Q3,Conyza canadensis,NA
october,d,11,Q3,Crepis capillaris,NA
october,d,11,Q3,Crepis paludos,NA
october,d,11,Q3,Elytrigia repens,NA
october,d,11,Q3,Epilobium ciliatum,NA
october,d,11,Q3,Erodium cicutarium,NA
october,d,11,Q3,Fallopia convolvulus,NA
october,d,11,Q3,Festuca rubra,NA
october,d,11,Q3,Geranium molle,NA
october,d,11,Q3,Holcus mollis,73
october,d,11,Q3,Hypochaeris radicata,NA
october,d,11,Q3,Lactuca serriola,NA
october,d,11,Q3,Medicago lupulina,NA
october,d,11,Q3,Myosotis arvensis,NA
october,d,11,Q3,Plantago lanceolata,NA
october,d,11,Q3,Polpaver dubium,NA
october,d,11,Q3,Raphanus raphanistrum,NA
october,d,11,Q3,Rumex acetosella,15
october,d,11,Q3,Rumex crispus,NA
october,d,11,Q3,Rumex obtusifolia,NA
october,d,11,Q3,Semecio jacobaea,NA
october,d,11,Q3,Sonchus asper,NA
october,d,11,Q3,Spergula arvensis,1
october,d,11,Q3,Stellaria graminea,NA
october,d,11,Q3,Taraxacum officinale,NA
october,d,11,Q3,Tripleurospermum inodorum,NA
october,d,11,Q3,Veronica arvensis,NA
october,d,11,Q3,Veronica persica,NA
october,d,11,Q3,Viola arvensis,NA
october,d,11,Q3,Vulpia myuros,NA
october,d,11,Q4,Achillea millefolium,6
october,d,11,Q4,Agrostis gigantea,113
october,d,11,Q4,Anagallis arvensis,12
october,d,11,Q4,Anchusa arvensis,NA
october,d,11,Q4,Anisantha sterilis,NA
october,d,11,Q4,Aphanes australis,NA
october,d,11,Q4,Artemesia vulgaris,NA
october,d,11,Q4,Bromus hordaceus,NA
october,d,11,Q4,Cerastium glomeratun,NA
october,d,11,Q4,Chenopodium album,NA
october,d,11,Q4,Cirsium arvense,NA
october,d,11,Q4,Conyza canadensis,4
october,d,11,Q4,Crepis capillaris,NA
october,d,11,Q4,Crepis paludos,NA
october,d,11,Q4,Elytrigia repens,NA
october,d,11,Q4,Epilobium ciliatum,NA
october,d,11,Q4,Erodium cicutarium,NA
october,d,11,Q4,Fallopia convolvulus,NA
october,d,11,Q4,Festuca rubra,NA
october,d,11,Q4,Geranium molle,NA
october,d,11,Q4,Holcus mollis,54
october,d,11,Q4,Hypochaeris radicata,NA
october,d,11,Q4,Lactuca serriola,NA
october,d,11,Q4,Medicago lupulina,1
october,d,11,Q4,Myosotis arvensis,NA
october,d,11,Q4,Plantago lanceolata,NA
october,d,11,Q4,Polpaver dubium,NA
october,d,11,Q4,Raphanus raphanistrum,NA
october,d,11,Q4,Rumex acetosella,NA
october,d,11,Q4,Rumex crispus,NA
october,d,11,Q4,Rumex obtusifolia,NA
october,d,11,Q4,Semecio jacobaea,NA
october,d,11,Q4,Sonchus asper,NA
october,d,11,Q4,Spergula arvensis,1
october,d,11,Q4,Stellaria graminea,NA
october,d,11,Q4,Taraxacum officinale,NA
october,d,11,Q4,Tripleurospermum inodorum,NA
october,d,11,Q4,Veronica arvensis,NA
october,d,11,Q4,Veronica persica,NA
october,d,11,Q4,Viola arvensis,NA
october,d,11,Q4,Vulpia myuros,NA
october,d,11,Q5,Achillea millefolium,5
october,d,11,Q5,Agrostis gigantea,12
october,d,11,Q5,Anagallis arvensis,NA
october,d,11,Q5,Anchusa arvensis,NA
october,d,11,Q5,Anisantha sterilis,3
october,d,11,Q5,Aphanes australis,NA
october,d,11,Q5,Artemesia vulgaris,NA
october,d,11,Q5,Bromus hordaceus,NA
october,d,11,Q5,Cerastium glomeratun,NA
october,d,11,Q5,Chenopodium album,NA
october,d,11,Q5,Cirsium arvense,NA
october,d,11,Q5,Conyza canadensis,NA
october,d,11,Q5,Crepis capillaris,NA
october,d,11,Q5,Crepis paludos,NA
october,d,11,Q5,Elytrigia repens,NA
october,d,11,Q5,Epilobium ciliatum,NA
october,d,11,Q5,Erodium cicutarium,NA
october,d,11,Q5,Fallopia convolvulus,NA
october,d,11,Q5,Festuca rubra,NA
october,d,11,Q5,Geranium molle,NA
october,d,11,Q5,Holcus mollis,77
october,d,11,Q5,Hypochaeris radicata,NA
october,d,11,Q5,Lactuca serriola,NA
october,d,11,Q5,Medicago lupulina,1
october,d,11,Q5,Myosotis arvensis,NA
october,d,11,Q5,Plantago lanceolata,NA
october,d,11,Q5,Polpaver dubium,NA
october,d,11,Q5,Raphanus raphanistrum,NA
october,d,11,Q5,Rumex acetosella,13
october,d,11,Q5,Rumex crispus,NA
october,d,11,Q5,Rumex obtusifolia,NA
october,d,11,Q5,Semecio jacobaea,NA
october,d,11,Q5,Sonchus asper,NA
october,d,11,Q5,Spergula arvensis,11
october,d,11,Q5,Stellaria graminea,1
october,d,11,Q5,Taraxacum officinale,NA
october,d,11,Q5,Tripleurospermum inodorum,2
october,d,11,Q5,Veronica arvensis,NA
october,d,11,Q5,Veronica persica,1
october,d,11,Q5,Viola arvensis,NA
october,d,11,Q5,Vulpia myuros,NA
